zoneId;locationX;locationY;attractivity;activityType
272;145.1442955;-37.8911831;20;4
272;145.1443033;-37.891132;20;5
272;145.1443143;-37.8910577;10;4
272;145.1443833;-37.8908196;20;5
272;145.1444055;-37.8906201;20;6
272;145.1445027;-37.8906142;20;6
272;145.1444155;-37.8905613;10;4
272;145.1445671;-37.8901671;20;6
272;145.1430107;-37.8907248;20;6
272;145.142873;-37.8906807;20;5
272;145.14288;-37.8906354;10;4
272;145.1429611;-37.8904539;10;4
272;145.145633;-37.884586;20;5
272;145.1287561;-37.8786734;20;5
272;145.1438869;-37.890976;20;5
272;145.1375214;-37.8980211;10;4
272;145.1298649;-37.8781051;10;4
272;145.1142505;-37.894657;20;4
272;145.1373932;-37.895359;20;4
272;145.1442595;-37.8920878;20;4
272;145.1452281;-37.8870419;10;6
272;145.1249086;-37.8988717;20;5
272;145.125338;-37.8848286;10;5
272;145.1293713;-37.8761163;10;5
272;145.1282243;-37.8774908;10;4
272;145.1275337;-37.8769733;20;6
272;145.10966;-37.882378;20;5
272;145.1239844;-37.8987891;20;6
272;145.1422804;-37.8985353;10;4
272;145.1262311;-37.8988181;10;4
272;145.1273583;-37.8769483;20;5
272;145.1272891;-37.8757637;10;4
272;145.1275329;-37.8763064;20;5
272;145.1275763;-37.8761151;10;4
272;145.1274728;-37.8766285;20;4
272;145.1273366;-37.8770235;10;4
272;145.1275136;-37.8764452;20;4
272;145.1273742;-37.876912;10;4
272;145.1274126;-37.8757824;10;4
272;145.1273185;-37.8771222;10;4
272;145.1275487;-37.8762472;20;4
272;145.1275004;-37.8765556;20;6
272;145.1273541;-37.8769845;10;4
272;145.1275855;-37.8760663;10;4
272;145.1275215;-37.8763756;20;5
272;145.1274583;-37.8767001;10;4
272;145.1275522;-37.8758052;10;4
272;145.1273277;-37.8770714;20;5
272;145.1275579;-37.8761786;20;4
272;145.1275044;-37.8765024;10;4
272;145.1440423;-37.893232;20;5
272;145.1337571;-37.8981347;20;5
272;145.1345725;-37.89667;10;4
272;145.1260434;-37.8988054;10;4
272;145.1429794;-37.8906592;20;4
272;145.1317025;-37.8972895;10;4
272;145.1284708;-37.877115;20;6
272;145.1286315;-37.8764992;20;4
272;145.128556;-37.8758742;20;6
272;145.1287316;-37.8758875;20;5
272;145.1277887;-37.8765108;10;6
272;145.1275971;-37.8769726;20;4
272;145.127977;-37.8770126;20;4
272;145.133878894;-37.8988598507;10;1
272;145.128505905;-37.8783668492;10;1
272;145.135319894;-37.8857908477;10;1
272;145.136821894;-37.8830398478;10;1
272;145.146623842;-37.8803367704;10;1
272;145.1457059;-37.8846868494;10;1
272;145.140287894;-37.8893478461;10;1
272;145.116362902;-37.8818168504;10;1
272;145.124084906;-37.8807048459;10;1
272;145.135213903;-37.8764678496;10;1
272;145.135661905;-37.8766928507;10;1
272;145.123816903;-37.8812828479;10;1
272;145.142205892;-37.8906858462;10;1
272;145.143205899;-37.8794868462;10;1
272;145.110432905;-37.888699852;10;1
272;145.125588903;-37.8948628501;10;1
272;145.127517905;-37.8789758471;10;1
272;145.115808898;-37.8889518474;10;1
272;145.136292856;-37.8767281937;10;3
272;145.124116897;-37.8812528519;10;3
272;145.142344894;-37.8901048492;10;3
272;145.143306894;-37.8790728512;10;3
272;145.111275901;-37.888905848;10;3
272;145.120471299;-37.8787368746;5;77
272;145.136782652;-37.8800480738;5;77
272;145.121852226;-37.8952835968;5;77
272;145.125672103;-37.8975992801;5;77
272;145.137114741;-37.8840556918;5;77
272;145.129349621;-37.8882694173;5;77
272;145.111559061;-37.8955519401;5;77
272;145.127358569;-37.8832166101;5;77
272;145.140106082;-37.888831123;5;77
272;145.114029341;-37.8785692282;5;77
272;145.117049082;-37.8879026744;5;77
270;145.1464134;-37.8846976;10;5
270;145.1641177;-37.8802018;10;6
270;145.1611231;-37.902873;20;6
270;145.1489293;-37.8714938;10;5
270;145.1491763;-37.8704911;10;5
270;145.1647793;-37.8812376;10;5
270;145.1435439;-37.9009915;20;6
270;145.1546216;-37.8628638;10;5
270;145.1628724;-37.882193;10;5
270;145.1641949;-37.8867647;10;5
270;145.1643323;-37.8785706;20;6
270;145.1642205;-37.8793219;20;6
270;145.1632863;-37.879591;10;6
270;145.1642635;-37.8790306;20;6
270;145.1651666;-37.8759229;20;6
270;145.1652434;-37.8748536;20;4
270;145.1645918;-37.8768747;20;4
270;145.1634673;-37.8803509;20;6
270;145.1465387;-37.8842009;20;6
270;145.1466996;-37.8847259;20;6
270;145.1503522;-37.8769372;20;6
270;145.1486972;-37.8718881;10;4
270;145.1573856;-37.8886458;10;4
270;145.1573487;-37.8888712;20;5
270;145.1573601;-37.8888114;10;4
270;145.1573755;-37.8887495;20;4
270;145.1579482;-37.8943155;20;4
270;145.1573795;-37.8884193;10;6
270;145.1436072;-37.9003105;20;5
270;145.1439384;-37.9003423;20;6
270;145.1490223;-37.8768476;20;5
270;145.1485908;-37.8768097;10;4
270;145.1488764;-37.8768393;20;4
270;145.1486578;-37.8768181;20;5
270;145.1483722;-37.8767896;10;4
270;145.1488137;-37.8767935;10;4
270;145.1485173;-37.8768031;20;5
270;145.1484435;-37.8767946;10;4
270;145.1489719;-37.8768168;10;4
270;145.1651694;-37.8808475;20;5
270;145.1651131;-37.8807672;20;6
270;145.1485251;-37.8728635;20;5
270;145.165341;-37.8752237;20;4
270;145.165107;-37.8766513;20;6
270;145.1515131;-37.8878409;20;6
270;145.1644738;-37.880607;20;5
270;145.1644879;-37.8805382;20;5
270;145.1641486;-37.8804726;10;4
270;145.1641995;-37.8804821;10;4
270;145.1640735;-37.8804599;10;4
270;145.1634673;-37.880226;20;5
270;145.1639943;-37.8804292;20;6
270;145.1649391;-37.8807055;20;5
270;145.1646112;-37.8806293;10;4
270;145.1646769;-37.8806409;10;4
270;145.1647393;-37.8806568;20;5
270;145.164807;-37.8806727;10;4
270;145.1486317;-37.8727104;20;6
270;145.1632044;-37.8810197;20;5
270;145.1631937;-37.8811139;20;5
270;145.1631803;-37.8811774;20;5
270;145.1632983;-37.88108;20;5
270;145.16325;-37.8808218;20;5
270;145.1621191;-37.8810591;10;5
270;145.1634256;-37.8804661;10;4
270;145.1634591;-37.8802914;20;5
270;145.1633424;-37.8802777;20;4
270;145.163323;-37.8803835;20;5
270;145.1634169;-37.8805105;10;4
270;145.1633069;-37.8805;10;4
270;145.1632791;-37.880724;20;5
270;145.1633652;-37.880763;10;4
270;145.1632794;-37.8806677;20;4
270;145.1632908;-37.88061;20;5
270;145.1632982;-37.8805566;20;5
270;145.1594128;-37.8855081;10;4
270;145.144882;-37.892648;10;4
270;145.1576478;-37.8855438;10;4
270;145.1625045;-37.895442;10;4
270;145.1603855;-37.9030403;20;5
270;145.1638858;-37.8881585;20;5
270;145.16391;-37.8880188;10;4
270;145.1638818;-37.8882041;20;5
270;145.1596125;-37.8847825;10;4
270;145.1593939;-37.8859161;20;4
270;145.1589862;-37.8880203;10;4
270;145.1591618;-37.8880457;10;4
270;145.1572521;-37.8878425;10;4
270;145.1584296;-37.8865406;10;4
270;145.1574694;-37.8868063;10;4
270;145.1575404;-37.886439;10;4
270;145.1575713;-37.8862093;10;4
270;145.1575619;-37.8863056;10;4
270;145.1584189;-37.8860156;10;4
270;145.1578623;-37.8851276;10;4
270;145.1482259;-37.8748139;10;4
270;145.1482005;-37.875177;20;6
270;145.1482447;-37.8747292;10;4
270;145.148238;-37.8747726;20;5
270;145.1482715;-37.8745545;10;4
270;145.1482541;-37.8746127;20;5
270;145.1483091;-37.8743841;20;5
270;145.1482984;-37.8744423;20;4
270;145.1482796;-37.8744995;20;5
270;145.148344;-37.8742083;20;5
270;145.1483145;-37.874311;20;5
270;145.1483855;-37.8740961;20;4
270;145.1483829;-37.8741522;10;4
270;145.1483936;-37.8740464;20;5
270;145.14847;-37.8735827;20;6
270;145.1484647;-37.8736346;10;4
270;145.1484834;-37.873408;10;4
270;145.1484781;-37.8734652;10;4
270;145.1485398;-37.8732439;20;5
270;145.1484888;-37.8733519;10;4
270;145.1631038;-37.881712;20;5
270;145.1639864;-37.8807914;20;5
270;145.1639716;-37.8808687;20;5
270;145.1639608;-37.880928;20;5
270;145.1639502;-37.8809767;20;5
270;145.164984;-37.881584;20;5
270;145.164038;-37.8804898;10;4
270;145.163928;-37.8811577;10;4
270;145.1640212;-37.880603;20;5
270;145.1640038;-37.880711;20;5
270;145.1640296;-37.8805375;10;4
270;145.1640068;-37.8806497;10;4
270;145.1639397;-37.8810371;10;4
270;145.1639317;-37.8810953;10;4
270;145.1651166;-37.8811927;20;5
270;145.1631608;-37.8813526;20;5
270;145.1631434;-37.8814362;20;4
270;145.1631669;-37.8812896;20;4
270;145.1631716;-37.8812277;20;5
270;145.1631286;-37.8815781;20;5
270;145.1631333;-37.8815193;20;5
270;145.1631125;-37.8816426;20;5
270;145.1638367;-37.8815463;20;5
270;145.1638441;-37.8815003;10;4
270;145.165006;-37.8759055;20;6
270;145.164894;-37.8747125;10;4
270;145.1648427;-37.8767897;20;6
270;145.1643757;-37.8759309;10;4
270;145.16536;-37.8767807;20;5
270;145.164531;-37.876133;20;6
270;145.164525;-37.87626;20;6
270;145.163815;-37.881749;20;4
270;145.163804;-37.881799;20;4
270;145.1607308;-37.9031144;10;4
270;145.1608059;-37.9027737;10;4
270;145.1437631;-37.9009861;20;4
270;145.1451067;-37.8911498;20;6
270;145.1451228;-37.8918208;20;6
270;145.1654355;-37.8796216;20;5
270;145.1655131;-37.8791803;20;5
270;145.1655258;-37.8790519;20;5
270;145.1655673;-37.8787385;20;5
270;145.1655619;-37.8787926;20;5
270;145.1655113;-37.8792128;20;5
270;145.1655086;-37.8791355;20;6
270;145.1654793;-37.8787113;20;5
270;145.1655472;-37.8789125;20;6
270;145.1484407;-37.8729732;20;4
270;145.1645881;-37.8758754;20;4
270;145.1506077;-37.8728674;20;6
270;145.1508539;-37.8610497;10;5
270;145.1567383;-37.8877376;10;5
270;145.1473851;-37.8796927;20;6
270;145.1576691;-37.8656075;20;4
270;145.157484;-37.8656054;20;5
270;145.1570817;-37.8655397;20;4
270;145.1627411;-37.8790263;20;5
270;145.1628896;-37.8790677;20;5
270;145.1625873;-37.8789807;10;4
270;145.1630647;-37.8791086;20;4
270;145.1625316;-37.8789504;20;5
270;145.1628506;-37.8790373;20;5
270;145.1627174;-37.8790157;10;5
270;145.1624427;-37.8789444;20;5
270;145.1629551;-37.879084;20;6
270;145.1571666;-37.8654722;10;4
270;145.1646256;-37.8794691;20;6
270;145.1637529;-37.879628;20;6
270;145.1637026;-37.879695;20;5
270;145.1637169;-37.8797651;10;4
270;145.1636038;-37.8799312;20;5
270;145.1643484;-37.8858763;20;6
270;145.1650036;-37.8806928;20;5
270;145.1648612;-37.8806853;20;5
270;145.165045;-37.8796332;10;4
270;145.1646939;-37.8795679;10;4
270;145.1648321;-37.8768948;20;6
270;145.164852;-37.8750268;20;4
270;145.1440516;-37.9004665;10;4
270;145.1646148;-37.8814388;20;5
270;145.1614314;-37.8909517;10;6
270;145.1483735;-37.873722;10;4
270;145.1483764;-37.8736691;20;5
270;145.1637444;-37.8790985;20;4
270;145.163991894;-37.8828518517;10;1
270;145.157500893;-37.8945868483;10;1
270;145.145681895;-37.8938568525;10;1
270;145.145028899;-37.8913428504;10;1
270;145.159057139;-37.8694543402;10;1
270;145.160466897;-37.8980215345;10;1
270;145.156178413;-37.8888464591;10;1
270;145.156397243;-37.8792521411;10;1
270;145.159118066;-37.8790868603;10;1
270;145.151582891;-37.8878728488;10;1
270;145.162150491;-37.8983610576;10;1
270;145.165613898;-37.8684988487;10;1
270;145.155118899;-37.8604448469;10;1
270;145.152137898;-37.8873718529;10;1
270;145.151365903;-37.8599968536;10;1
270;145.163697892;-37.8866558497;10;1
270;145.152228894;-37.8762278488;10;1
270;145.155596892;-37.874662852;10;1
270;145.148757898;-37.8741078535;10;1
270;145.158539899;-37.8667488532;10;1
270;145.1501149;-37.8711298496;10;1
270;145.155681898;-37.874903854;10;1
270;145.164377898;-37.8691338496;10;1
270;145.153744898;-37.885254852;10;3
270;145.158097768;-37.9028297834;10;3
270;145.161750808;-37.8883462695;10;3
270;145.159042894;-37.8670688482;10;3
270;145.155322404;-37.874767983;10;3
270;145.150203385;-37.8710852396;10;3
270;145.163898911;-37.8867891727;10;3
270;145.162111891;-37.8780848495;10;3
270;145.163338307;-37.8903915907;5;77
270;145.155088554;-37.87584758;5;77
270;145.15966888;-37.8693299313;5;77
270;145.157320111;-37.8944574883;5;77
270;145.149029795;-37.8792035386;5;77
270;145.149671276;-37.8926385437;5;77
270;145.148399524;-37.8949323266;5;77
270;145.157667867;-37.9018348203;5;77
270;145.163989331;-37.8626371645;5;77
270;145.156979832;-37.8812254292;5;77
270;145.167645809;-37.8647219458;5;77
270;145.15344805;-37.8655575078;5;77
105;145.0863229;-38.0037561;20;6
105;145.0879062;-38.0078655;20;6
105;145.0875803;-38.0075072;20;6
105;145.0778325;-37.9935034;10;6
105;145.0846687;-37.9879737;20;4
105;145.1064786;-37.9928175;20;5
105;145.0869377;-38.006737;20;5
105;145.0849743;-38.0053294;10;5
105;145.0852828;-38.0081232;10;5
105;145.0845767;-37.9976087;20;4
105;145.0943854;-37.9849976;20;4
105;145.0852374;-38.0060286;20;4
105;145.0854693;-38.0060637;20;5
105;145.0867012;-38.0080122;20;4
105;145.0869312;-38.0078511;20;5
105;145.1057639;-37.9958409;20;6
105;145.075863;-37.9931399;20;6
105;145.0842282;-38.0082843;10;6
105;145.0936894;-38.0102424;10;6
105;145.0843352;-38.0042337;10;5
105;145.0857193;-38.009531;10;6
105;145.0872026;-38.0087357;10;4
105;145.1030307;-38.0105958;10;4
105;145.1030924;-38.0102513;10;4
105;145.1032454;-38.0095497;10;4
105;145.1033151;-38.0091862;10;4
105;145.1032694;-38.0094186;10;4
105;145.1033929;-38.0087572;10;4
105;145.1034921;-38.0082246;10;4
105;145.0845634;-37.9977861;10;4
105;145.0843109;-37.996923;10;4
105;145.0843624;-37.9980471;10;4
105;145.1025943;-38.0084123;10;4
105;145.1025514;-38.0087167;10;4
105;145.1024978;-38.0089914;10;4
105;145.1023959;-38.009636;10;4
105;145.1021563;-38.0078801;10;4
105;145.1003654;-38.0083997;10;4
105;145.0862516;-38.0058467;20;6
105;145.0864286;-38.0072445;20;5
105;145.0857593;-38.007574;20;5
105;145.086171;-38.0069138;20;4
105;145.0862656;-38.0070543;20;5
105;145.0868421;-38.0077375;20;4
105;145.0867487;-38.0076129;20;5
105;145.087177;-38.0081524;20;4
105;145.0872414;-38.0082327;20;5
105;145.0860558;-38.0055423;20;5
105;145.0860612;-38.0067618;20;5
105;145.0852999;-38.0056814;20;5
105;145.085828;-38.0065019;20;5
105;145.0856401;-38.0095028;20;5
105;145.0841086;-38.0088033;20;5
105;145.0882848;-38.0049844;10;5
105;145.0877613;-38.0077323;10;4
105;145.086842;-38.0066093;20;5
105;145.0865382;-38.0062529;10;4
105;145.0872061;-38.0081909;10;4
105;145.0872865;-38.0085269;20;5
105;145.086198;-38.0069604;10;4
105;145.0856948;-38.0063104;20;6
105;145.087654;-38.0075928;20;4
105;145.0877179;-38.0076795;10;4
105;145.087345;-38.0072103;20;5
105;145.0871171;-38.0069567;10;4
105;145.0871431;-38.0069867;20;4
105;145.0868409;-38.0042045;10;6
105;145.0925892;-38.0078148;20;4
105;145.0999089;-38.0005803;10;4
105;145.0979053;-38.0022289;20;5
105;145.0985582;-38.0084865;10;4
105;145.0979453;-38.0087086;20;5
105;145.098015;-38.0086367;10;4
105;145.0961804;-38.0091355;10;4
105;145.0971969;-38.0088903;10;4
105;145.0965264;-38.0079668;20;5
105;145.0955743;-38.007206;10;4
105;145.0974115;-38.0062549;10;4
105;145.0975215;-38.0066965;10;4
105;145.0978916;-38.0081273;10;4
105;145.0984053;-38.0085309;10;4
105;145.0948262;-37.9995088;20;5
105;145.0911087;-38.0004346;20;4
105;145.0924315;-37.9963148;10;5
105;145.0945204;-37.9850141;20;5
105;145.0947909;-37.9850429;20;4
105;145.0948952;-37.9850512;20;4
105;145.0949981;-37.9850694;10;4
105;145.0950701;-37.9850755;10;4
105;145.0952017;-37.9851029;20;4
105;145.0862353;-38.0070129;20;5
105;145.0857833;-38.0064466;10;4
105;145.0857287;-38.0063606;20;6
105;145.0867044;-38.0075569;20;6
105;145.0866602;-38.0075062;20;5
105;145.0866166;-38.0078464;20;6
105;145.0867125;-38.0075323;20;6
105;145.0870788;-38.0080312;10;4
105;145.0868696;-38.0077718;20;4
105;145.0868984;-38.007812;20;5
105;145.0869748;-38.0078991;20;5
105;145.0870446;-38.0079858;20;5
105;145.087011;-38.0079398;20;5
105;145.0853716;-38.0058461;20;4
105;145.0854083;-38.0059567;20;4
105;145.0862748;-38.005458;10;4
105;145.085602;-38.006214;10;4
105;145.0858932;-38.0068501;10;4
105;145.086032;-38.0069657;10;4
105;145.0875968;-38.0075921;20;6
105;145.0853369;-38.0057618;10;4
105;145.0973287;-38.0088608;10;4
105;145.082424;-37.9916727;10;6
105;145.1004902;-37.9873202;20;5
105;145.104403;-37.989229;20;5
105;145.0859061;-38.0075311;10;6
105;145.0893379;-37.9917685;10;6
105;145.0760978;-37.993168;20;5
105;145.0760838;-37.9932415;20;5
105;145.0761614;-37.9932298;20;5
105;145.0764414;-37.993525;20;6
105;145.0764199;-37.9934995;20;4
105;145.0764414;-37.9935615;20;4
105;145.0761849;-37.9931527;20;5
105;145.0958386;-37.9995585;20;5
105;145.0844063;-37.997159;20;4
105;145.0843416;-37.9970995;20;5
105;145.0845387;-37.9972986;10;4
105;145.0755648;-38.0000805;10;6
105;145.0754095;-37.9999115;20;5
105;145.0959534;-37.999583;20;5
105;145.0711702;-37.9961456;10;6
105;145.077747892;-37.9933228454;10;1
105;145.085856897;-38.005060849;10;1
105;145.0844441;-37.9953277259;10;1
105;145.091620888;-38.0099778474;10;1
105;145.09251289;-37.9951178484;10;1
105;145.095260682;-37.9967641476;10;1
105;145.087192401;-38.0049288581;10;1
105;145.096748889;-38.0000838447;10;1
105;145.09235764;-38.0069056575;10;1
105;145.07283367;-37.990563353;10;1
105;145.098101888;-38.0017368468;10;1
105;145.088550896;-37.9921818431;10;1
105;145.075397901;-37.9932928442;10;1
105;145.091635895;-38.0085168494;10;1
105;145.083685901;-37.9928818458;10;1
105;145.093495899;-37.9897928434;10;1
105;145.088648892;-38.0057008432;10;1
105;145.077332462;-37.9965676304;10;1
105;145.091985894;-37.9904698433;10;1
105;145.071268903;-37.9837438499;10;1
105;145.087921894;-37.986888847;10;1
105;145.091621892;-38.0099798464;10;1
105;145.083103893;-37.9927788487;10;3
105;145.093506895;-37.9902878445;10;3
105;145.08824589;-37.9870958431;10;3
105;145.091784165;-38.0080259204;10;3
105;145.088815077;-38.0055686182;10;3
105;145.092495898;-37.9904568484;10;3
105;145.098024922;-38.0091054889;5;77
105;145.093856789;-38.0101486696;5;77
105;145.071912807;-37.9847557319;5;77
105;145.091086712;-37.9873883763;5;77
105;145.087633772;-37.987497143;5;77
105;145.088609055;-37.9889939721;5;77
105;145.09571751;-37.9948198896;5;77
105;145.084941193;-38.008644179;5;77
105;145.086308852;-37.9851986969;5;77
105;145.093182571;-38.0023582535;5;77
105;145.087397578;-37.9989512971;5;77
105;145.084281427;-37.9918280858;5;77
105;145.096753159;-37.9881602977;5;77
105;145.092473259;-37.9920360764;5;77
105;145.072423449;-37.99483586;5;77
105;145.096984293;-38.0023308168;5;77
105;145.097198901;-38.0038834748;5;77
105;145.097946984;-37.9992211358;5;77
105;145.091057476;-38.0101164404;5;77
105;145.084145654;-38.0084494709;5;77
105;145.084421051;-38.0090496729;5;77
2;144.9488794;-37.7663282;10;5
2;144.9432922;-37.7658896;20;6
2;144.9439283;-37.7623576;10;5
2;144.9436793;-37.764495;20;5
2;144.9434422;-37.7655141;20;5
2;144.9439368;-37.7650582;10;5
2;144.9436042;-37.764623;20;6
2;144.9451041;-37.7651599;10;5
2;144.9475597;-37.7651405;20;5
2;144.9345525;-37.7573881;20;4
2;144.9440305;-37.7643087;20;6
2;144.9444271;-37.7711794;10;6
2;144.9434994;-37.7649133;20;5
2;144.9492203;-37.7718654;20;6
2;144.944097;-37.764442;10;4
2;144.9430512;-37.7667144;20;6
2;144.943017;-37.7669785;20;6
2;144.9430354;-37.7668454;20;6
2;144.9450218;-37.7588172;20;6
2;144.9448632;-37.760932;10;4
2;144.944295;-37.763027;10;5
2;144.9437821;-37.765575;10;4
2;144.9460571;-37.7534207;20;6
2;144.9499996;-37.7602711;20;4
2;144.9489673;-37.7661659;20;5
2;144.9430281;-37.7660027;20;6
2;144.9437056;-37.7695849;20;5
2;144.9393573;-37.758154;20;4
2;144.939661;-37.758199;20;5
2;144.9490987;-37.7537862;20;4
2;144.9285727;-37.7514519;20;5
2;144.9287544;-37.7514767;20;4
2;144.9491857;-37.7719051;20;5
2;144.9488027;-37.7745691;20;5
2;144.9441261;-37.7647071;20;4
2;144.9493057;-37.7718713;10;4
2;144.9485723;-37.7538313;10;4
2;144.9471835;-37.7654951;20;6
2;144.9465815;-37.7649296;10;4
2;144.9437508;-37.7638159;20;5
2;144.9441144;-37.7646766;20;6
2;144.9491316;-37.7729297;20;5
2;144.944568;-37.7593125;10;4
2;144.9449849;-37.758946;20;6
2;144.9446293;-37.7589731;20;5
2;144.9440438;-37.7642531;20;6
2;144.9437557;-37.7641498;10;4
2;144.9427009;-37.7585481;20;5
2;144.9395385;-37.7581826;20;5
2;144.9397719;-37.7582059;20;5
2;144.9467441;-37.7649321;10;4
2;144.942845951;-37.7631168317;10;1
2;144.94590843;-37.7542408329;10;1
2;144.938796947;-37.7611988334;10;1
2;144.941305946;-37.7542868366;10;1
2;144.934549932;-37.7586712251;10;1
2;144.938975352;-37.7599280294;10;1
2;144.944505939;-37.7714868329;10;1
2;144.947045942;-37.76550684;10;1
2;144.943405947;-37.7564868367;10;1
2;144.942905951;-37.7553868337;10;1
2;144.942905944;-37.7621868327;10;1
2;144.943098943;-37.7704888338;10;1
2;144.929312944;-37.7514868377;10;1
2;144.943597947;-37.7566948387;10;3
2;144.943527947;-37.7705618388;10;3
2;144.942989942;-37.7622758397;10;3
2;144.938107574;-37.7539410443;5;77
2;144.93530924;-37.7554562022;5;77
2;144.939185992;-37.7648629345;5;77
2;144.943968341;-37.7720045788;5;77
2;144.946156106;-37.7571241549;5;77
2;144.940848797;-37.7676178036;5;77
2;144.939086897;-37.7559079544;5;77
2;144.938662846;-37.7750361025;5;77
2;144.943526031;-37.7650603898;5;77
189;145.2440563;-37.8689144;10;5
189;145.2423727;-37.8706227;20;6
189;145.2335094;-37.8702095;10;5
189;145.2492765;-37.866332;10;6
189;145.2414823;-37.869583;20;4
189;145.240404;-37.8682575;20;4
189;145.2441798;-37.8691779;10;5
189;145.2443003;-37.8694465;20;5
189;145.2427274;-37.8690207;20;5
189;145.2379243;-37.8677106;10;4
189;145.244123;-37.8695983;10;5
189;145.2436057;-37.8693662;20;5
189;145.2437795;-37.8694987;20;5
189;145.2437182;-37.8689722;20;5
189;145.2432633;-37.8696869;10;4
189;145.2429412;-37.8697131;10;4
189;145.2425605;-37.8693438;20;5
189;145.2431489;-37.8709404;20;6
189;145.2399259;-37.8689682;10;4
189;145.2416913;-37.869312;10;4
189;145.2398781;-37.868228;20;5
189;145.2396553;-37.8678;20;5
189;145.2395053;-37.8678705;20;5
189;145.2393336;-37.8682026;20;5
189;145.2394366;-37.8679722;20;5
189;145.24351;-37.8688992;20;5
189;145.2433401;-37.8688474;20;5
189;145.2431577;-37.868786;20;5
189;145.2430263;-37.8687479;20;5
189;145.2431336;-37.8682291;10;4
189;145.2428717;-37.8687044;10;4
189;145.2433342;-37.8692181;20;5
189;145.2433187;-37.8680301;10;4
189;145.2436406;-37.8681275;10;4
189;145.2444712;-37.8682377;10;4
189;145.2442354;-37.8692843;20;5
189;145.2421146;-37.8685549;10;4
189;145.2419772;-37.8685752;10;4
189;145.243608;-37.8699912;10;4
189;145.2429399;-37.869089;20;5
189;145.2432242;-37.8691816;20;5
189;145.243127;-37.8691504;20;5
189;145.2342095;-37.8690902;10;4
189;145.2286495;-37.8820107;10;6
189;145.2290615;-37.8822274;10;6
189;145.2291731;-37.8823291;10;6
189;145.2442881;-37.87019;20;4
189;145.2436138;-37.8689715;20;4
189;145.242861;-37.8708557;10;4
189;145.2402965;-37.8604591;20;6
189;145.2404099;-37.8602341;20;5
189;145.2404406;-37.8601733;20;4
189;145.2404647;-37.8601254;20;4
189;145.240513;-37.8600297;20;6
189;145.2405655;-37.8599255;20;5
189;145.2406908;-37.8596769;20;4
189;145.2407149;-37.859629;20;6
189;145.2408419;-37.8593771;20;4
189;145.2430452;-37.8691218;20;5
189;145.2428367;-37.8690567;10;5
189;145.1985296;-37.8783403;10;6
189;145.242934;-37.8686258;20;5
189;145.2430118;-37.8684543;10;4
189;145.2438835;-37.8710481;20;5
189;145.2435092;-37.8705511;10;4
189;145.2434744;-37.8710211;10;4
189;145.2434866;-37.8703875;10;4
